county_fips_5,county_name,state_name,iecc_zone,ba_zone
28081,Lee,Mississippi,3A,Mixed-Humid
28083,Leflore,Mississippi,3A,Mixed-Humid
28085,Lincoln,Mississippi,3A,Hot-Humid
28087,Lowndes,Mississippi,3A,Mixed-Humid
28089,Madison,Mississippi,3A,Mixed-Humid
28091,Marion,Mississippi,3A,Hot-Humid
28093,Marshall,Mississippi,3A,Mixed-Humid
28095,Monroe,Mississippi,3A,Mixed-Humid
28097,Montgomery,Mississippi,3A,Mixed-Humid
28099,Neshoba,Mississippi,3A,Mixed-Humid
28101,Newton,Mississippi,3A,Mixed-Humid
28103,Noxubee,Mississippi,3A,Mixed-Humid
28105,Oktibbeha,Mississippi,3A,Mixed-Humid
28107,Panola,Mississippi,3A,Mixed-Humid
28109,Pearl River,Mississippi,2A,Hot-Humid
28111,Perry,Mississippi,3A,Hot-Humid
28113,Pike,Mississippi,3A,Hot-Humid
28115,Pontotoc,Mississippi,3A,Mixed-Humid
28117,Prentiss,Mississippi,3A,Mixed-Humid
28119,Quitman,Mississippi,3A,Mixed-Humid
28121,Rankin,Mississippi,3A,Hot-Humid
28123,Scott,Mississippi,3A,Mixed-Humid
28125,Sharkey,Mississippi,3A,Mixed-Humid
28127,Simpson,Mississippi,3A,Hot-Humid
28129,Smith,Mississippi,3A,Hot-Humid
28131,Stone,Mississippi,2A,Hot-Humid
28133,Sunflower,Mississippi,3A,Mixed-Humid
28135,Tallahatchie,Mississippi,3A,Mixed-Humid
28137,Tate,Mississippi,3A,Mixed-Humid
28139,Tippah,Mississippi,3A,Mixed-Humid
28141,Tishomingo,Mississippi,3A,Mixed-Humid
28143,Tunica,Mississippi,3A,Mixed-Humid
28145,Union,Mississippi,3A,Mixed-Humid
28147,Walthall,Mississippi,3A,Hot-Humid
28149,Warren,Mississippi,3A,Hot-Humid
28151,Washington,Mississippi,3A,Mixed-Humid
28153,Wayne,Mississippi,3A,Hot-Humid
28155,Webster,Mississippi,3A,Mixed-Humid
28157,Wilkinson,Mississippi,3A,Hot-Humid
28159,Winston,Mississippi,3A,Mixed-Humid
28161,Yalobusha,Mississippi,3A,Mixed-Humid
28163,Yazoo,Mississippi,3A,Mixed-Humid
29001,Adair,Missouri,5A,Cold
29003,Andrew,Missouri,5A,Cold
29005,Atchison,Missouri,5A,Cold
29007,Audrain,Missouri,4A,Mixed-Humid
29009,Barry,Missouri,4A,Mixed-Humid
29011,Barton,Missouri,4A,Mixed-Humid
29013,Bates,Missouri,4A,Mixed-Humid
29015,Benton,Missouri,4A,Mixed-Humid
29017,Bollinger,Missouri,4A,Mixed-Humid
29019,Boone,Missouri,4A,Mixed-Humid
29021,Buchanan,Missouri,4A,Mixed-Humid
29023,Butler,Missouri,4A,Mixed-Humid
29025,Caldwell,Missouri,4A,Mixed-Humid
29027,Callaway,Missouri,4A,Mixed-Humid
29029,Camden,Missouri,4A,Mixed-Humid
29031,Cape Girardeau,Missouri,4A,Mixed-Humid
29033,Carroll,Missouri,4A,Mixed-Humid
29035,Carter,Missouri,4A,Mixed-Humid
29037,Cass,Missouri,4A,Mixed-Humid
29039,Cedar,Missouri,4A,Mixed-Humid
29041,Chariton,Missouri,4A,Mixed-Humid
29043,Christian,Missouri,4A,Mixed-Humid
29045,Clark,Missouri,5A,Cold
29047,Clay,Missouri,4A,Mixed-Humid
29049,Clinton,Missouri,4A,Mixed-Humid
29051,Cole,Missouri,4A,Mixed-Humid
29053,Cooper,Missouri,4A,Mixed-Humid
29055,Crawford,Missouri,4A,Mixed-Humid
29057,Dade,Missouri,4A,Mixed-Humid
29059,Dallas,Missouri,4A,Mixed-Humid
29061,Daviess,Missouri,5A,Cold
29063,DeKalb,Missouri,5A,Cold
29065,Dent,Missouri,4A,Mixed-Humid
29067,Douglas,Missouri,4A,Mixed-Humid
29069,Dunklin,Missouri,3A,Mixed-Humid
29071,Franklin,Missouri,4A,Mixed-Humid
29073,Gasconade,Missouri,4A,Mixed-Humid
29075,Gentry,Missouri,5A,Cold
29077,Greene,Missouri,4A,Mixed-Humid
29079,Grundy,Missouri,5A,Cold
29081,Harrison,Missouri,5A,Cold
29083,Henry,Missouri,4A,Mixed-Humid
29085,Hickory,Missouri,4A,Mixed-Humid
29087,Holt,Missouri,5A,Cold
29089,Howard,Missouri,4A,Mixed-Humid
29091,Howell,Missouri,4A,Mixed-Humid
29093,Iron,Missouri,4A,Mixed-Humid
29095,Jackson,Missouri,4A,Mixed-Humid
29097,Jasper,Missouri,4A,Mixed-Humid
29099,Jefferson,Missouri,4A,Mixed-Humid
29101,Johnson,Missouri,4A,Mixed-Humid
29103,Knox,Missouri,5A,Cold
29105,Laclede,Missouri,4A,Mixed-Humid
29107,Lafayette,Missouri,4A,Mixed-Humid
29109,Lawrence,Missouri,4A,Mixed-Humid
29111,Lewis,Missouri,5A,Cold
29113,Lincoln,Missouri,4A,Mixed-Humid
29115,Linn,Missouri,5A,Cold
29117,Livingston,Missouri,5A,Cold
29119,McDonald,Missouri,4A,Mixed-Humid
29121,Macon,Missouri,5A,Cold
29123,Madison,Missouri,4A,Mixed-Humid
29125,Maries,Missouri,4A,Mixed-Humid
29127,Marion,Missouri,5A,Cold
29129,Mercer,Missouri,5A,Cold
29131,Miller,Missouri,4A,Mixed-Humid
29133,Mississippi,Missouri,4A,Mixed-Humid
29135,Moniteau,Missouri,4A,Mixed-Humid
29137,Monroe,Missouri,4A,Mixed-Humid
29139,Montgomery,Missouri,4A,Mixed-Humid
29141,Morgan,Missouri,4A,Mixed-Humid
29143,New Madrid,Missouri,4A,Mixed-Humid
29145,Newton,Missouri,4A,Mixed-Humid
29147,Nodaway,Missouri,5A,Cold
29149,Oregon,Missouri,4A,Mixed-Humid
29151,Osage,Missouri,4A,Mixed-Humid
29153,Ozark,Missouri,4A,Mixed-Humid
29155,Pemiscot,Missouri,3A,Mixed-Humid
29157,Perry,Missouri,4A,Mixed-Humid
29159,Pettis,Missouri,4A,Mixed-Humid
29161,Phelps,Missouri,4A,Mixed-Humid
29163,Pike,Missouri,5A,Cold
29165,Platte,Missouri,4A,Mixed-Humid
29167,Polk,Missouri,4A,Mixed-Humid
29169,Pulaski,Missouri,4A,Mixed-Humid
29171,Putnam,Missouri,5A,Cold
29173,Ralls,Missouri,5A,Cold
29175,Randolph,Missouri,4A,Mixed-Humid
29177,Ray,Missouri,4A,Mixed-Humid
29179,Reynolds,Missouri,4A,Mixed-Humid
29181,Ripley,Missouri,4A,Mixed-Humid
29183,St. Charles,Missouri,4A,Mixed-Humid
29185,St. Clair,Missouri,4A,Mixed-Humid
29186,Ste. Genevieve,Missouri,4A,Mixed-Humid
29187,St. Francois,Missouri,4A,Mixed-Humid
29189,St. Louis,Missouri,4A,Mixed-Humid
29195,Saline,Missouri,4A,Mixed-Humid
29197,Schuyler,Missouri,5A,Cold
29199,Scotland,Missouri,5A,Cold
29201,Scott,Missouri,4A,Mixed-Humid
29203,Shannon,Missouri,4A,Mixed-Humid
29205,Shelby,Missouri,5A,Cold
29207,Stoddard,Missouri,4A,Mixed-Humid
29209,Stone,Missouri,4A,Mixed-Humid
29211,Sullivan,Missouri,5A,Cold
29213,Taney,Missouri,4A,Mixed-Humid
29215,Texas,Missouri,4A,Mixed-Humid
29217,Vernon,Missouri,4A,Mixed-Humid
29219,Warren,Missouri,4A,Mixed-Humid
29221,Washington,Missouri,4A,Mixed-Humid
29223,Wayne,Missouri,4A,Mixed-Humid
29225,Webster,Missouri,4A,Mixed-Humid
29227,Worth,Missouri,5A,Cold
29229,Wright,Missouri,4A,Mixed-Humid
29510,St. Louis,Missouri,4A,Mixed-Humid
30001,Beaverhead,Montana,6B,Cold
30003,Big Horn,Montana,6B,Cold
30005,Blaine,Montana,6B,Cold
30007,Broadwater,Montana,6B,Cold
30009,Carbon,Montana,6B,Cold
30011,Carter,Montana,6B,Cold
30013,Cascade,Montana,6B,Cold
30015,Chouteau,Montana,6B,Cold
30017,Custer,Montana,6B,Cold
30019,Daniels,Montana,6B,Cold
30021,Dawson,Montana,6B,Cold
30023,Deer Lodge,Montana,6B,Cold
30025,Fallon,Montana,6B,Cold
30027,Fergus,Montana,6B,Cold
30029,Flathead,Montana,6B,Cold
30031,Gallatin,Montana,6B,Cold
30033,Garfield,Montana,6B,Cold
30035,Glacier,Montana,6B,Cold
30037,Golden Valley,Montana,6B,Cold
30039,Granite,Montana,6B,Cold
30041,Hill,Montana,6B,Cold
30043,Jefferson,Montana,6B,Cold
30045,Judith Basin,Montana,6B,Cold
30047,Lake,Montana,6B,Cold
30049,Lewis and Clark,Montana,6B,Cold
30051,Liberty,Montana,6B,Cold
30053,Lincoln,Montana,6B,Cold
30055,McCone,Montana,6B,Cold
30057,Madison,Montana,6B,Cold
30059,Meagher,Montana,6B,Cold
30061,Mineral,Montana,6B,Cold
30063,Missoula,Montana,6B,Cold
30065,Musselshell,Montana,6B,Cold
30067,Park,Montana,6B,Cold
30069,Petroleum,Montana,6B,Cold
30071,Phillips,Montana,6B,Cold
30073,Pondera,Montana,6B,Cold
30075,Powder River,Montana,6B,Cold
30077,Powell,Montana,6B,Cold
30079,Prairie,Montana,6B,Cold
30081,Ravalli,Montana,6B,Cold
30083,Richland,Montana,6B,Cold
30085,Roosevelt,Montana,6B,Cold
30087,Rosebud,Montana,6B,Cold
30089,Sanders,Montana,6B,Cold
30091,Sheridan,Montana,6B,Cold
30093,Silver Bow,Montana,6B,Cold
30095,Stillwater,Montana,6B,Cold
30097,Sweet Grass,Montana,6B,Cold
30099,Teton,Montana,6B,Cold
30101,Toole,Montana,6B,Cold
30103,Treasure,Montana,6B,Cold
30105,Valley,Montana,6B,Cold
30107,Wheatland,Montana,6B,Cold
30109,Wibaux,Montana,6B,Cold
30111,Yellowstone,Montana,6B,Cold
31001,Adams,Nebraska,5A,Cold
31003,Antelope,Nebraska,5A,Cold
31005,Arthur,Nebraska,5A,Cold
31007,Banner,Nebraska,5A,Cold
31009,Blaine,Nebraska,5A,Cold
31011,Boone,Nebraska,5A,Cold
31013,Box Butte,Nebraska,5A,Cold
31015,Boyd,Nebraska,5A,Cold
31017,Brown,Nebraska,5A,Cold
31019,Buffalo,Nebraska,5A,Cold
31021,Burt,Nebraska,5A,Cold
31023,Butler,Nebraska,5A,Cold
31025,Cass,Nebraska,5A,Cold
31027,Cedar,Nebraska,5A,Cold
31029,Chase,Nebraska,5A,Cold
31031,Cherry,Nebraska,5A,Cold
31033,Cheyenne,Nebraska,5A,Cold
31035,Clay,Nebraska,5A,Cold
31037,Colfax,Nebraska,5A,Cold
31039,Cuming,Nebraska,5A,Cold
31041,Custer,Nebraska,5A,Cold
31043,Dakota,Nebraska,5A,Cold
31045,Dawes,Nebraska,5A,Cold
31047,Dawson,Nebraska,5A,Cold
31049,Deuel,Nebraska,5A,Cold
31051,Dixon,Nebraska,5A,Cold
31053,Dodge,Nebraska,5A,Cold
31055,Douglas,Nebraska,5A,Cold
31057,Dundy,Nebraska,5A,Cold
31059,Fillmore,Nebraska,5A,Cold
31061,Franklin,Nebraska,5A,Cold
31063,Frontier,Nebraska,5A,Cold
31065,Furnas,Nebraska,5A,Cold
31067,Gage,Nebraska,5A,Cold
31069,Garden,Nebraska,5A,Cold
31071,Garfield,Nebraska,5A,Cold
31073,Gosper,Nebraska,5A,Cold
31075,Grant,Nebraska,5A,Cold
31077,Greeley,Nebraska,5A,Cold
31079,Hall,Nebraska,5A,Cold
31081,Hamilton,Nebraska,5A,Cold
31083,Harlan,Nebraska,5A,Cold
31085,Hayes,Nebraska,5A,Cold
31087,Hitchcock,Nebraska,5A,Cold
31089,Holt,Nebraska,5A,Cold
31091,Hooker,Nebraska,5A,Cold
31093,Howard,Nebraska,5A,Cold
31095,Jefferson,Nebraska,5A,Cold
31097,Johnson,Nebraska,5A,Cold
31099,Kearney,Nebraska,5A,Cold
31101,Keith,Nebraska,5A,Cold
31103,Keya Paha,Nebraska,5A,Cold
31105,Kimball,Nebraska,5A,Cold
31107,Knox,Nebraska,5A,Cold
31109,Lancaster,Nebraska,5A,Cold
31111,Lincoln,Nebraska,5A,Cold
31113,Logan,Nebraska,5A,Cold
31115,Loup,Nebraska,5A,Cold
31117,McPherson,Nebraska,5A,Cold
31119,Madison,Nebraska,5A,Cold
31121,Merrick,Nebraska,5A,Cold
31123,Morrill,Nebraska,5A,Cold
31125,Nance,Nebraska,5A,Cold
31127,Nemaha,Nebraska,5A,Cold
31129,Nuckolls,Nebraska,5A,Cold
31131,Otoe,Nebraska,5A,Cold
31133,Pawnee,Nebraska,5A,Cold
31135,Perkins,Nebraska,5A,Cold
31137,Phelps,Nebraska,5A,Cold
31139,Pierce,Nebraska,5A,Cold
31141,Platte,Nebraska,5A,Cold
31143,Polk,Nebraska,5A,Cold
31145,Red Willow,Nebraska,5A,Cold
31147,Richardson,Nebraska,5A,Cold
31149,Rock,Nebraska,5A,Cold
31151,Saline,Nebraska,5A,Cold
31153,Sarpy,Nebraska,5A,Cold
31155,Saunders,Nebraska,5A,Cold
31157,Scotts Bluff,Nebraska,5A,Cold
31159,Seward,Nebraska,5A,Cold
31161,Sheridan,Nebraska,5A,Cold
31163,Sherman,Nebraska,5A,Cold
31165,Sioux,Nebraska,5A,Cold
31167,Stanton,Nebraska,5A,Cold
31169,Thayer,Nebraska,5A,Cold
31171,Thomas,Nebraska,5A,Cold
31173,Thurston,Nebraska,5A,Cold
31175,Valley,Nebraska,5A,Cold
31177,Washington,Nebraska,5A,Cold
31179,Wayne,Nebraska,5A,Cold
31181,Webster,Nebraska,5A,Cold
31183,Wheeler,Nebraska,5A,Cold
31185,York,Nebraska,5A,Cold
32001,Churchill,Nevada,5B,Cold
32003,Clark,Nevada,3B,Hot-Dry
32005,Douglas,Nevada,4B,Mixed-Dry
32007,Elko,Nevada,5B,Cold
32009,Esmeralda,Nevada,4B,Mixed-Dry
32011,Eureka,Nevada,5B,Cold
32013,Humboldt,Nevada,5B,Cold
32015,Lander,Nevada,5B,Cold
32017,Lincoln,Nevada,4B,Mixed-Dry
32019,Lyon,Nevada,4B,Mixed-Dry
32021,Mineral,Nevada,4B,Mixed-Dry
32023,Nye,Nevada,4B,Mixed-Dry
32027,Pershing,Nevada,5B,Cold
32029,Storey,Nevada,5B,Cold
32031,Washoe,Nevada,5B,Cold
32033,White Pine,Nevada,5B,Cold
32510,Carson City,Nevada,4B,Mixed-Dry
33001,Belknap,New Hampshire,6A,Cold
33003,Carroll,New Hampshire,6A,Cold
33005,Cheshire,New Hampshire,5A,Cold
33007,Coos,New Hampshire,6A,Cold
33009,Grafton,New Hampshire,6A,Cold
33011,Hillsborough,New Hampshire,5A,Cold
33013,Merrimack,New Hampshire,5A,Cold
33015,Rockingham,New Hampshire,5A,Cold
33017,Strafford,New Hampshire,5A,Cold
33019,Sullivan,New Hampshire,6A,Cold
34001,Atlantic,New Jersey,4A,Mixed-Humid
34003,Bergen,New Jersey,5A,Cold
34005,Burlington,New Jersey,4A,Mixed-Humid
34007,Camden,New Jersey,4A,Mixed-Humid
34009,Cape May,New Jersey,4A,Mixed-Humid
34011,Cumberland,New Jersey,4A,Mixed-Humid
34013,Essex,New Jersey,4A,Mixed-Humid
34015,Gloucester,New Jersey,4A,Mixed-Humid
34017,Hudson,New Jersey,4A,Mixed-Humid
34019,Hunterdon,New Jersey,5A,Cold
34021,Mercer,New Jersey,5A,Cold
34023,Middlesex,New Jersey,4A,Mixed-Humid
34025,Monmouth,New Jersey,4A,Mixed-Humid
34027,Morris,New Jersey,5A,Cold
34029,Ocean,New Jersey,4A,Mixed-Humid
34031,Passaic,New Jersey,5A,Cold
34033,Salem,New Jersey,4A,Mixed-Humid
34035,Somerset,New Jersey,5A,Cold
34037,Sussex,New Jersey,5A,Cold
34039,Union,New Jersey,4A,Mixed-Humid
34041,Warren,New Jersey,5A,Cold
35001,Bernalillo,New Mexico,4B,Mixed-Dry
35003,Catron,New Mexico,4B,Mixed-Dry
35005,Chaves,New Mexico,3B,Hot-Dry
35006,Cibola,New Mexico,4B,Cold
35007,Colfax,New Mexico,5B,Cold
35009,Curry,New Mexico,4B,Mixed-Dry
35011,De Baca,New Mexico,4B,Mixed-Dry
35013,Do̱a Ana,New Mexico,3B,Hot-Dry
35015,Eddy,New Mexico,3B,Hot-Dry
35017,Grant,New Mexico,4B,Mixed-Dry
35019,Guadalupe,New Mexico,4B,Mixed-Dry
35021,Harding,New Mexico,5B,Cold
35023,Hidalgo,New Mexico,3B,Hot-Dry
35025,Lea,New Mexico,3B,Hot-Dry
35027,Lincoln,New Mexico,4B,Mixed-Dry
35028,Los Alamos,New Mexico,5B,Cold
35029,Luna,New Mexico,3B,Hot-Dry
35031,McKinley,New Mexico,5B,Cold
35033,Mora,New Mexico,5B,Cold
35035,Otero,New Mexico,3B,Hot-Dry
35037,Quay,New Mexico,4B,Mixed-Dry
35039,Rio Arriba,New Mexico,5B,Cold
35041,Roosevelt,New Mexico,4B,Mixed-Dry
35043,Sandoval,New Mexico,5B,Cold
35045,San Juan,New Mexico,5B,Cold
35047,San Miguel,New Mexico,5B,Cold
35049,Santa Fe,New Mexico,5B,Cold
35051,Sierra,New Mexico,3B,Hot-Dry
35053,Socorro,New Mexico,4B,Mixed-Dry
35055,Taos,New Mexico,5B,Cold
35057,Torrance,New Mexico,5B,Cold
35059,Union,New Mexico,4B,Mixed-Dry
35061,Valencia,New Mexico,4B,Mixed-Dry
36001,Albany,New York,5A,Cold
36003,Allegany,New York,5A,Cold
36005,Bronx,New York,4A,Mixed-Humid
36007,Broome,New York,5A,Cold
36009,Cattaraugus,New York,5A,Cold
36011,Cayuga,New York,5A,Cold
36013,Chautauqua,New York,5A,Cold
36015,Chemung,New York,5A,Cold
36017,Chenango,New York,6A,Cold
36019,Clinton,New York,6A,Cold
36021,Columbia,New York,5A,Cold
36023,Cortland,New York,5A,Cold
36025,Delaware,New York,6A,Cold
36027,Dutchess,New York,5A,Cold
36029,Erie,New York,5A,Cold
36031,Essex,New York,6A,Cold
36033,Franklin,New York,6A,Cold
36035,Fulton,New York,6A,Cold
36037,Genesee,New York,5A,Cold
36039,Greene,New York,5A,Cold
36041,Hamilton,New York,6A,Cold
36043,Herkimer,New York,6A,Cold
36045,Jefferson,New York,6A,Cold
36047,Kings,New York,4A,Mixed-Humid
36049,Lewis,New York,6A,Cold
36051,Livingston,New York,5A,Cold
36053,Madison,New York,6A,Cold
36055,Monroe,New York,5A,Cold
36057,Montgomery,New York,6A,Cold
36059,Nassau,New York,4A,Mixed-Humid
36061,New York,New York,4A,Mixed-Humid
36063,Niagara,New York,5A,Cold
36065,Oneida,New York,6A,Cold
36067,Onondaga,New York,5A,Cold
36069,Ontario,New York,5A,Cold
36071,Orange,New York,5A,Cold
36073,Orleans,New York,5A,Cold
36075,Oswego,New York,5A,Cold
36077,Otsego,New York,6A,Cold
36079,Putnam,New York,5A,Cold
36081,Queens,New York,4A,Mixed-Humid
36083,Rensselaer,New York,5A,Cold
36085,Richmond,New York,4A,Mixed-Humid
36087,Rockland,New York,5A,Cold
36089,St. Lawrence,New York,6A,Cold
36091,Saratoga,New York,5A,Cold
36093,Schenectady,New York,5A,Cold
36095,Schoharie,New York,5A,Cold
36097,Schuyler,New York,5A,Cold
36099,Seneca,New York,5A,Cold
36101,Steuben,New York,5A,Cold
36103,Suffolk,New York,4A,Mixed-Humid
36105,Sullivan,New York,6A,Cold
36107,Tioga,New York,5A,Cold
36109,Tompkins,New York,5A,Cold
36111,Ulster,New York,6A,Cold
36113,Warren,New York,6A,Cold
36115,Washington,New York,5A,Cold
36117,Wayne,New York,5A,Cold
36119,Westchester,New York,4A,Mixed-Humid
36121,Wyoming,New York,5A,Cold
36123,Yates,New York,5A,Cold
37001,Alamance,North Carolina,3A,Mixed-Humid
37003,Alexander,North Carolina,3A,Mixed-Humid
37005,Alleghany,North Carolina,5A,Cold
37007,Anson,North Carolina,3A,Mixed-Humid
37009,Ashe,North Carolina,5A,Cold
37011,Avery,North Carolina,5A,Cold
37013,Beaufort,North Carolina,3A,Mixed-Humid
37015,Bertie,North Carolina,3A,Mixed-Humid
37017,Bladen,North Carolina,3A,Mixed-Humid
37019,Brunswick,North Carolina,3A,Hot-Humid
37021,Buncombe,North Carolina,4A,Mixed-Humid
37023,Burke,North Carolina,4A,Mixed-Humid
37025,Cabarrus,North Carolina,3A,Mixed-Humid
37027,Caldwell,North Carolina,4A,Mixed-Humid
37029,Camden,North Carolina,3A,Mixed-Humid
37031,Carteret,North Carolina,3A,Hot-Humid
37033,Caswell,North Carolina,3A,Mixed-Humid
37035,Catawba,North Carolina,3A,Mixed-Humid
37037,Chatham,North Carolina,3A,Mixed-Humid
37039,Cherokee,North Carolina,3A,Mixed-Humid
37041,Chowan,North Carolina,3A,Mixed-Humid
37043,Clay,North Carolina,3A,Mixed-Humid
37045,Cleveland,North Carolina,3A,Mixed-Humid
37047,Columbus,North Carolina,3A,Hot-Humid
37049,Craven,North Carolina,3A,Mixed-Humid
37051,Cumberland,North Carolina,3A,Mixed-Humid
37053,Currituck,North Carolina,3A,Mixed-Humid
37055,Dare,North Carolina,3A,Mixed-Humid
37057,Davidson,North Carolina,3A,Mixed-Humid
37059,Davie,North Carolina,3A,Mixed-Humid
37061,Duplin,North Carolina,3A,Mixed-Humid
37063,Durham,North Carolina,3A,Mixed-Humid
37065,Edgecombe,North Carolina,3A,Mixed-Humid
37067,Forsyth,North Carolina,3A,Mixed-Humid
37069,Franklin,North Carolina,3A,Mixed-Humid
37071,Gaston,North Carolina,3A,Mixed-Humid
37073,Gates,North Carolina,3A,Mixed-Humid
37075,Graham,North Carolina,4A,Mixed-Humid
37077,Granville,North Carolina,3A,Mixed-Humid
37079,Greene,North Carolina,3A,Mixed-Humid
37081,Guilford,North Carolina,3A,Mixed-Humid
37083,Halifax,North Carolina,3A,Mixed-Humid
37085,Harnett,North Carolina,3A,Mixed-Humid
37087,Haywood,North Carolina,4A,Mixed-Humid
37089,Henderson,North Carolina,4A,Mixed-Humid
37091,Hertford,North Carolina,3A,Mixed-Humid
37093,Hoke,North Carolina,3A,Mixed-Humid
37095,Hyde,North Carolina,3A,Mixed-Humid
37097,Iredell,North Carolina,3A,Mixed-Humid
37099,Jackson,North Carolina,4A,Mixed-Humid
37101,Johnston,North Carolina,3A,Mixed-Humid
37103,Jones,North Carolina,3A,Mixed-Humid
37105,Lee,North Carolina,3A,Mixed-Humid
37107,Lenoir,North Carolina,3A,Mixed-Humid
37109,Lincoln,North Carolina,3A,Mixed-Humid
37111,McDowell,North Carolina,4A,Mixed-Humid
37113,Macon,North Carolina,4A,Mixed-Humid
37115,Madison,North Carolina,4A,Mixed-Humid
37117,Martin,North Carolina,3A,Mixed-Humid
37119,Mecklenburg,North Carolina,3A,Mixed-Humid
37121,Mitchell,North Carolina,4A,Mixed-Humid
37123,Montgomery,North Carolina,3A,Mixed-Humid
37125,Moore,North Carolina,3A,Mixed-Humid
37127,Nash,North Carolina,3A,Mixed-Humid
37129,New Hanover,North Carolina,3A,Hot-Humid
37131,Northampton,North Carolina,3A,Mixed-Humid
37133,Onslow,North Carolina,3A,Hot-Humid
37135,Orange,North Carolina,3A,Mixed-Humid
37137,Pamlico,North Carolina,3A,Mixed-Humid
37139,Pasquotank,North Carolina,3A,Mixed-Humid
37141,Pender,North Carolina,3A,Hot-Humid
37143,Perquimans,North Carolina,3A,Mixed-Humid
37145,Person,North Carolina,3A,Mixed-Humid
37147,Pitt,North Carolina,3A,Mixed-Humid
37149,Polk,North Carolina,3A,Mixed-Humid
37151,Randolph,North Carolina,3A,Mixed-Humid
37153,Richmond,North Carolina,3A,Mixed-Humid
37155,Robeson,North Carolina,3A,Mixed-Humid
37157,Rockingham,North Carolina,3A,Mixed-Humid
37159,Rowan,North Carolina,3A,Mixed-Humid
37161,Rutherford,North Carolina,3A,Mixed-Humid
37163,Sampson,North Carolina,3A,Mixed-Humid
37165,Scotland,North Carolina,3A,Mixed-Humid
37167,Stanly,North Carolina,3A,Mixed-Humid
37169,Stokes,North Carolina,4A,Mixed-Humid
37171,Surry,North Carolina,4A,Mixed-Humid
37173,Swain,North Carolina,4A,Mixed-Humid
37175,Transylvania,North Carolina,4A,Mixed-Humid
37177,Tyrrell,North Carolina,3A,Mixed-Humid
37179,Union,North Carolina,3A,Mixed-Humid
37181,Vance,North Carolina,3A,Mixed-Humid
37183,Wake,North Carolina,3A,Mixed-Humid
37185,Warren,North Carolina,3A,Mixed-Humid
37187,Washington,North Carolina,3A,Mixed-Humid
37189,Watauga,North Carolina,5A,Cold
37191,Wayne,North Carolina,3A,Mixed-Humid
37193,Wilkes,North Carolina,3A,Mixed-Humid
37195,Wilson,North Carolina,3A,Mixed-Humid
37197,Yadkin,North Carolina,4A,Mixed-Humid
37199,Yancey,North Carolina,5A,Cold
38001,Adams,North Dakota,6A,Cold
38003,Barnes,North Dakota,6A,Cold
38005,Benson,North Dakota,7,Very Cold
38007,Billings,North Dakota,6A,Cold
38009,Bottineau,North Dakota,7,Very Cold
38011,Bowman,North Dakota,6A,Cold
38013,Burke,North Dakota,7,Very Cold
38015,Burleigh,North Dakota,6A,Cold
38017,Cass,North Dakota,6A,Cold
38019,Cavalier,North Dakota,7,Very Cold
38021,Dickey,North Dakota,6A,Cold
38023,Divide,North Dakota,7,Very Cold
38025,Dunn,North Dakota,6A,Cold
38027,Eddy,North Dakota,6A,Cold
38029,Emmons,North Dakota,6A,Cold
38031,Foster,North Dakota,6A,Cold
38033,Golden Valley,North Dakota,6A,Cold
38035,Grand Forks,North Dakota,7,Very Cold
38037,Grant,North Dakota,6A,Cold
38039,Griggs,North Dakota,6A,Cold
38041,Hettinger,North Dakota,6A,Cold
38043,Kidder,North Dakota,6A,Cold
38045,LaMoure,North Dakota,6A,Cold
38047,Logan,North Dakota,6A,Cold
38049,McHenry,North Dakota,7,Very Cold
38051,McIntosh,North Dakota,6A,Cold
38053,McKenzie,North Dakota,6A,Cold
38055,McLean,North Dakota,6A,Cold
38057,Mercer,North Dakota,6A,Cold
38059,Morton,North Dakota,6A,Cold
38061,Mountrail,North Dakota,6A,Cold
38063,Nelson,North Dakota,7,Very Cold
38065,Oliver,North Dakota,6A,Cold
38067,Pembina,North Dakota,7,Very Cold
38069,Pierce,North Dakota,7,Very Cold
38071,Ramsey,North Dakota,7,Very Cold
38073,Ransom,North Dakota,6A,Cold
38075,Renville,North Dakota,7,Very Cold
38077,Richland,North Dakota,6A,Cold
38079,Rolette,North Dakota,7,Very Cold
38081,Sargent,North Dakota,6A,Cold
38083,Sheridan,North Dakota,6A,Cold
38085,Sioux,North Dakota,6A,Cold
38087,Slope,North Dakota,6A,Cold
38089,Stark,North Dakota,6A,Cold
38091,Steele,North Dakota,6A,Cold
38093,Stutsman,North Dakota,6A,Cold
38095,Towner,North Dakota,7,Very Cold
38097,Traill,North Dakota,6A,Cold
38099,Walsh,North Dakota,7,Very Cold
38101,Ward,North Dakota,7,Very Cold
38103,Wells,North Dakota,6A,Cold
38105,Williams,North Dakota,6A,Cold
39001,Adams,Ohio,4A,Mixed-Humid
39003,Allen,Ohio,5A,Cold
39005,Ashland,Ohio,5A,Cold
39007,Ashtabula,Ohio,5A,Cold
39009,Athens,Ohio,4A,Mixed-Humid
39011,Auglaize,Ohio,5A,Cold
39013,Belmont,Ohio,5A,Cold
39015,Brown,Ohio,4A,Mixed-Humid
39017,Butler,Ohio,4A,Mixed-Humid
39019,Carroll,Ohio,5A,Cold
39021,Champaign,Ohio,5A,Cold
39023,Clark,Ohio,5A,Cold
39025,Clermont,Ohio,4A,Mixed-Humid
39027,Clinton,Ohio,4A,Mixed-Humid
39029,Columbiana,Ohio,5A,Cold
39031,Coshocton,Ohio,5A,Cold
