county_fips_5,county_name,state_name,iecc_zone,ba_zone
39033,Crawford,Ohio,5A,Cold
39035,Cuyahoga,Ohio,5A,Cold
39037,Darke,Ohio,5A,Cold
39039,Defiance,Ohio,5A,Cold
39041,Delaware,Ohio,5A,Cold
39043,Erie,Ohio,5A,Cold
39045,Fairfield,Ohio,5A,Cold
39047,Fayette,Ohio,4A,Mixed-Humid
39049,Franklin,Ohio,4A,Mixed-Humid
39051,Fulton,Ohio,5A,Cold
39053,Gallia,Ohio,4A,Mixed-Humid
39055,Geauga,Ohio,5A,Cold
39057,Greene,Ohio,4A,Mixed-Humid
39059,Guernsey,Ohio,5A,Cold
39061,Hamilton,Ohio,4A,Mixed-Humid
39063,Hancock,Ohio,5A,Cold
39065,Hardin,Ohio,5A,Cold
39067,Harrison,Ohio,5A,Cold
39069,Henry,Ohio,5A,Cold
39071,Highland,Ohio,4A,Mixed-Humid
39073,Hocking,Ohio,4A,Mixed-Humid
39075,Holmes,Ohio,5A,Cold
39077,Huron,Ohio,5A,Cold
39079,Jackson,Ohio,4A,Mixed-Humid
39081,Jefferson,Ohio,5A,Cold
39083,Knox,Ohio,5A,Cold
39085,Lake,Ohio,5A,Cold
39087,Lawrence,Ohio,4A,Mixed-Humid
39089,Licking,Ohio,5A,Cold
39091,Logan,Ohio,5A,Cold
39093,Lorain,Ohio,5A,Cold
39095,Lucas,Ohio,5A,Cold
39097,Madison,Ohio,4A,Mixed-Humid
39099,Mahoning,Ohio,5A,Cold
39101,Marion,Ohio,5A,Cold
39103,Medina,Ohio,5A,Cold
39105,Meigs,Ohio,4A,Mixed-Humid
39107,Mercer,Ohio,5A,Cold
39109,Miami,Ohio,5A,Cold
39111,Monroe,Ohio,5A,Cold
39113,Montgomery,Ohio,5A,Cold
39115,Morgan,Ohio,5A,Cold
39117,Morrow,Ohio,5A,Cold
39119,Muskingum,Ohio,5A,Cold
39121,Noble,Ohio,5A,Cold
39123,Ottawa,Ohio,5A,Cold
39125,Paulding,Ohio,5A,Cold
39127,Perry,Ohio,5A,Cold
39129,Pickaway,Ohio,4A,Mixed-Humid
39131,Pike,Ohio,4A,Mixed-Humid
39133,Portage,Ohio,5A,Cold
39135,Preble,Ohio,5A,Cold
39137,Putnam,Ohio,5A,Cold
39139,Richland,Ohio,5A,Cold
39141,Ross,Ohio,4A,Mixed-Humid
39143,Sandusky,Ohio,5A,Cold
39145,Scioto,Ohio,4A,Mixed-Humid
39147,Seneca,Ohio,5A,Cold
39149,Shelby,Ohio,5A,Cold
39151,Stark,Ohio,5A,Cold
39153,Summit,Ohio,5A,Cold
39155,Trumbull,Ohio,5A,Cold
39157,Tuscarawas,Ohio,5A,Cold
39159,Union,Ohio,5A,Cold
39161,Van Wert,Ohio,5A,Cold
39163,Vinton,Ohio,4A,Mixed-Humid
39165,Warren,Ohio,4A,Mixed-Humid
39167,Washington,Ohio,4A,Mixed-Humid
39169,Wayne,Ohio,5A,Cold
39171,Williams,Ohio,5A,Cold
39173,Wood,Ohio,5A,Cold
39175,Wyandot,Ohio,5A,Cold
40001,Adair,Oklahoma,3A,Mixed-Humid
40003,Alfalfa,Oklahoma,4A,Mixed-Humid
40005,Atoka,Oklahoma,3A,Mixed-Humid
40007,Beaver,Oklahoma,4B,Mixed-Dry
40009,Beckham,Oklahoma,3A,Mixed-Humid
40011,Blaine,Oklahoma,3A,Mixed-Humid
40013,Bryan,Oklahoma,3A,Mixed-Humid
40015,Caddo,Oklahoma,3A,Mixed-Humid
40017,Canadian,Oklahoma,3A,Mixed-Humid
40019,Carter,Oklahoma,3A,Mixed-Humid
40021,Cherokee,Oklahoma,3A,Mixed-Humid
40023,Choctaw,Oklahoma,3A,Mixed-Humid
40025,Cimarron,Oklahoma,4B,Mixed-Dry
40027,Cleveland,Oklahoma,3A,Mixed-Humid
40029,Coal,Oklahoma,3A,Mixed-Humid
40031,Comanche,Oklahoma,3A,Mixed-Humid
40033,Cotton,Oklahoma,3A,Mixed-Humid
40035,Craig,Oklahoma,4A,Mixed-Humid
40037,Creek,Oklahoma,3A,Mixed-Humid
40039,Custer,Oklahoma,3A,Mixed-Humid
40041,Delaware,Oklahoma,4A,Mixed-Humid
40043,Dewey,Oklahoma,3A,Mixed-Humid
40045,Ellis,Oklahoma,4A,Mixed-Humid
40047,Garfield,Oklahoma,4A,Mixed-Humid
40049,Garvin,Oklahoma,3A,Mixed-Humid
40051,Grady,Oklahoma,3A,Mixed-Humid
40053,Grant,Oklahoma,4A,Mixed-Humid
40055,Greer,Oklahoma,3A,Mixed-Humid
40057,Harmon,Oklahoma,3A,Mixed-Humid
40059,Harper,Oklahoma,4A,Mixed-Humid
40061,Haskell,Oklahoma,3A,Mixed-Humid
40063,Hughes,Oklahoma,3A,Mixed-Humid
40065,Jackson,Oklahoma,3A,Mixed-Humid
40067,Jefferson,Oklahoma,3A,Mixed-Humid
40069,Johnston,Oklahoma,3A,Mixed-Humid
40071,Kay,Oklahoma,4A,Mixed-Humid
40073,Kingfisher,Oklahoma,3A,Mixed-Humid
40075,Kiowa,Oklahoma,3A,Mixed-Humid
40077,Latimer,Oklahoma,3A,Mixed-Humid
40079,Le Flore,Oklahoma,3A,Mixed-Humid
40081,Lincoln,Oklahoma,3A,Mixed-Humid
40083,Logan,Oklahoma,3A,Mixed-Humid
40085,Love,Oklahoma,3A,Mixed-Humid
40087,McClain,Oklahoma,3A,Mixed-Humid
40089,McCurtain,Oklahoma,3A,Mixed-Humid
40091,McIntosh,Oklahoma,3A,Mixed-Humid
40093,Major,Oklahoma,4A,Mixed-Humid
40095,Marshall,Oklahoma,3A,Mixed-Humid
40097,Mayes,Oklahoma,3A,Mixed-Humid
40099,Murray,Oklahoma,3A,Mixed-Humid
40101,Muskogee,Oklahoma,3A,Mixed-Humid
40103,Noble,Oklahoma,3A,Mixed-Humid
40105,Nowata,Oklahoma,4A,Mixed-Humid
40107,Okfuskee,Oklahoma,3A,Mixed-Humid
40109,Oklahoma,Oklahoma,3A,Mixed-Humid
40111,Okmulgee,Oklahoma,3A,Mixed-Humid
40113,Osage,Oklahoma,4A,Mixed-Humid
40115,Ottawa,Oklahoma,4A,Mixed-Humid
40117,Pawnee,Oklahoma,3A,Mixed-Humid
40119,Payne,Oklahoma,3A,Mixed-Humid
40121,Pittsburg,Oklahoma,3A,Mixed-Humid
40123,Pontotoc,Oklahoma,3A,Mixed-Humid
40125,Pottawatomie,Oklahoma,3A,Mixed-Humid
40127,Pushmataha,Oklahoma,3A,Mixed-Humid
40129,Roger Mills,Oklahoma,3A,Mixed-Humid
40131,Rogers,Oklahoma,3A,Mixed-Humid
40133,Seminole,Oklahoma,3A,Mixed-Humid
40135,Sequoyah,Oklahoma,3A,Mixed-Humid
40137,Stephens,Oklahoma,3A,Mixed-Humid
40139,Texas,Oklahoma,4B,Mixed-Dry
40141,Tillman,Oklahoma,3A,Mixed-Humid
40143,Tulsa,Oklahoma,3A,Mixed-Humid
40145,Wagoner,Oklahoma,3A,Mixed-Humid
40147,Washington,Oklahoma,4A,Mixed-Humid
40149,Washita,Oklahoma,3A,Mixed-Humid
40151,Woods,Oklahoma,4A,Mixed-Humid
40153,Woodward,Oklahoma,4A,Mixed-Humid
41001,Baker,Oregon,5B,Cold
41003,Benton,Oregon,4C,Marine
41005,Clackamas,Oregon,4C,Marine
41007,Clatsop,Oregon,4C,Marine
41009,Columbia,Oregon,4C,Marine
41011,Coos,Oregon,4C,Marine
41013,Crook,Oregon,5B,Cold
41015,Curry,Oregon,4C,Marine
41017,Deschutes,Oregon,5B,Cold
41019,Douglas,Oregon,4C,Marine
41021,Gilliam,Oregon,5B,Cold
41023,Grant,Oregon,5B,Cold
41025,Harney,Oregon,5B,Cold
41027,Hood River,Oregon,5B,Cold
41029,Jackson,Oregon,4C,Marine
41031,Jefferson,Oregon,5B,Cold
41033,Josephine,Oregon,4C,Marine
41035,Klamath,Oregon,5B,Cold
41037,Lake,Oregon,5B,Cold
41039,Lane,Oregon,4C,Marine
41041,Lincoln,Oregon,4C,Marine
41043,Linn,Oregon,4C,Marine
41045,Malheur,Oregon,5B,Cold
41047,Marion,Oregon,4C,Marine
41049,Morrow,Oregon,5B,Cold
41051,Multnomah,Oregon,4C,Marine
41053,Polk,Oregon,4C,Marine
41055,Sherman,Oregon,5B,Cold
41057,Tillamook,Oregon,4C,Marine
41059,Umatilla,Oregon,5B,Cold
41061,Union,Oregon,5B,Cold
41063,Wallowa,Oregon,5B,Cold
41065,Wasco,Oregon,5B,Cold
41067,Washington,Oregon,4C,Marine
41069,Wheeler,Oregon,5B,Cold
41071,Yamhill,Oregon,4C,Marine
42001,Adams,Pennsylvania,4A,Mixed-Humid
42003,Allegheny,Pennsylvania,5A,Cold
42005,Armstrong,Pennsylvania,5A,Cold
42007,Beaver,Pennsylvania,5A,Cold
42009,Bedford,Pennsylvania,5A,Cold
42011,Berks,Pennsylvania,4A,Mixed-Humid
42013,Blair,Pennsylvania,5A,Cold
42015,Bradford,Pennsylvania,5A,Cold
42017,Bucks,Pennsylvania,4A,Mixed-Humid
42019,Butler,Pennsylvania,5A,Cold
42021,Cambria,Pennsylvania,5A,Cold
42023,Cameron,Pennsylvania,5A,Cold
42025,Carbon,Pennsylvania,5A,Cold
42027,Centre,Pennsylvania,5A,Cold
42029,Chester,Pennsylvania,4A,Mixed-Humid
42031,Clarion,Pennsylvania,5A,Cold
42033,Clearfield,Pennsylvania,5A,Cold
42035,Clinton,Pennsylvania,5A,Cold
42037,Columbia,Pennsylvania,5A,Cold
42039,Crawford,Pennsylvania,5A,Cold
42041,Cumberland,Pennsylvania,4A,Mixed-Humid
42043,Dauphin,Pennsylvania,4A,Mixed-Humid
42045,Delaware,Pennsylvania,4A,Mixed-Humid
42047,Elk,Pennsylvania,5A,Cold
42049,Erie,Pennsylvania,5A,Cold
42051,Fayette,Pennsylvania,5A,Cold
42053,Forest,Pennsylvania,5A,Cold
42055,Franklin,Pennsylvania,4A,Mixed-Humid
42057,Fulton,Pennsylvania,5A,Cold
42059,Greene,Pennsylvania,5A,Cold
42061,Huntingdon,Pennsylvania,5A,Cold
42063,Indiana,Pennsylvania,5A,Cold
42065,Jefferson,Pennsylvania,5A,Cold
42067,Juniata,Pennsylvania,5A,Cold
42069,Lackawanna,Pennsylvania,5A,Cold
42071,Lancaster,Pennsylvania,4A,Mixed-Humid
42073,Lawrence,Pennsylvania,5A,Cold
42075,Lebanon,Pennsylvania,4A,Mixed-Humid
42077,Lehigh,Pennsylvania,5A,Cold
42079,Luzerne,Pennsylvania,5A,Cold
42081,Lycoming,Pennsylvania,5A,Cold
42083,McKean,Pennsylvania,5A,Cold
42085,Mercer,Pennsylvania,5A,Cold
42087,Mifflin,Pennsylvania,5A,Cold
42089,Monroe,Pennsylvania,5A,Cold
42091,Montgomery,Pennsylvania,4A,Mixed-Humid
42093,Montour,Pennsylvania,5A,Cold
42095,Northampton,Pennsylvania,5A,Cold
42097,Northumberland,Pennsylvania,5A,Cold
42099,Perry,Pennsylvania,4A,Mixed-Humid
42101,Philadelphia,Pennsylvania,4A,Mixed-Humid
42103,Pike,Pennsylvania,5A,Cold
42105,Potter,Pennsylvania,5A,Cold
42107,Schuylkill,Pennsylvania,5A,Cold
42109,Snyder,Pennsylvania,5A,Cold
42111,Somerset,Pennsylvania,5A,Cold
42113,Sullivan,Pennsylvania,5A,Cold
42115,Susquehanna,Pennsylvania,5A,Cold
42117,Tioga,Pennsylvania,5A,Cold
42119,Union,Pennsylvania,5A,Cold
42121,Venango,Pennsylvania,5A,Cold
42123,Warren,Pennsylvania,5A,Cold
42125,Washington,Pennsylvania,5A,Cold
42127,Wayne,Pennsylvania,5A,Cold
42129,Westmoreland,Pennsylvania,5A,Cold
42131,Wyoming,Pennsylvania,5A,Cold
42133,York,Pennsylvania,4A,Mixed-Humid
44001,Bristol,Rhode Island,5A,Cold
44003,Kent,Rhode Island,5A,Cold
44005,Newport,Rhode Island,5A,Cold
44007,Providence,Rhode Island,5A,Cold
44009,Washington,Rhode Island,5A,Cold
45001,Abbeville,South Carolina,3A,Mixed-Humid
45003,Aiken,South Carolina,3A,Mixed-Humid
45005,Allendale,South Carolina,3A,Hot-Humid
45007,Anderson,South Carolina,3A,Mixed-Humid
45009,Bamberg,South Carolina,3A,Hot-Humid
45011,Barnwell,South Carolina,3A,Hot-Humid
45013,Beaufort,South Carolina,2A,Hot-Humid
45015,Berkeley,South Carolina,3A,Hot-Humid
45017,Calhoun,South Carolina,3A,Mixed-Humid
45019,Charleston,South Carolina,3A,Hot-Humid
45021,Cherokee,South Carolina,3A,Mixed-Humid
45023,Chester,South Carolina,3A,Mixed-Humid
45025,Chesterfield,South Carolina,3A,Mixed-Humid
45027,Clarendon,South Carolina,3A,Mixed-Humid
45029,Colleton,South Carolina,3A,Hot-Humid
45031,Darlington,South Carolina,3A,Mixed-Humid
45033,Dillon,South Carolina,3A,Mixed-Humid
45035,Dorchester,South Carolina,3A,Hot-Humid
45037,Edgefield,South Carolina,3A,Mixed-Humid
45039,Fairfield,South Carolina,3A,Mixed-Humid
45041,Florence,South Carolina,3A,Mixed-Humid
45043,Georgetown,South Carolina,3A,Hot-Humid
45045,Greenville,South Carolina,3A,Mixed-Humid
45047,Greenwood,South Carolina,3A,Mixed-Humid
45049,Hampton,South Carolina,3A,Hot-Humid
45051,Horry,South Carolina,3A,Hot-Humid
45053,Jasper,South Carolina,2A,Hot-Humid
45055,Kershaw,South Carolina,3A,Mixed-Humid
45057,Lancaster,South Carolina,3A,Mixed-Humid
45059,Laurens,South Carolina,3A,Mixed-Humid
45061,Lee,South Carolina,3A,Mixed-Humid
45063,Lexington,South Carolina,3A,Mixed-Humid
45065,McCormick,South Carolina,3A,Mixed-Humid
45067,Marion,South Carolina,3A,Mixed-Humid
45069,Marlboro,South Carolina,3A,Mixed-Humid
45071,Newberry,South Carolina,3A,Mixed-Humid
45073,Oconee,South Carolina,3A,Mixed-Humid
45075,Orangeburg,South Carolina,3A,Mixed-Humid
45077,Pickens,South Carolina,3A,Mixed-Humid
45079,Richland,South Carolina,3A,Mixed-Humid
45081,Saluda,South Carolina,3A,Mixed-Humid
45083,Spartanburg,South Carolina,3A,Mixed-Humid
45085,Sumter,South Carolina,3A,Mixed-Humid
45087,Union,South Carolina,3A,Mixed-Humid
45089,Williamsburg,South Carolina,3A,Mixed-Humid
45091,York,South Carolina,3A,Mixed-Humid
46003,Aurora,South Dakota,6A,Cold
46005,Beadle,South Dakota,6A,Cold
46007,Bennett,South Dakota,5A,Cold
46009,Bon Homme,South Dakota,5A,Cold
46011,Brookings,South Dakota,6A,Cold
46013,Brown,South Dakota,6A,Cold
46015,Brule,South Dakota,5A,Cold
46017,Buffalo,South Dakota,6A,Cold
46019,Butte,South Dakota,6A,Cold
46021,Campbell,South Dakota,6A,Cold
46023,Charles Mix,South Dakota,5A,Cold
46025,Clark,South Dakota,6A,Cold
46027,Clay,South Dakota,5A,Cold
46029,Codington,South Dakota,6A,Cold
46031,Corson,South Dakota,6A,Cold
46033,Custer,South Dakota,6A,Cold
46035,Davison,South Dakota,6A,Cold
46037,Day,South Dakota,6A,Cold
46039,Deuel,South Dakota,6A,Cold
46041,Dewey,South Dakota,6A,Cold
46043,Douglas,South Dakota,5A,Cold
46045,Edmunds,South Dakota,6A,Cold
46047,Fall River,South Dakota,6A,Cold
46049,Faulk,South Dakota,6A,Cold
46051,Grant,South Dakota,6A,Cold
46053,Gregory,South Dakota,5A,Cold
46055,Haakon,South Dakota,5A,Cold
46057,Hamlin,South Dakota,6A,Cold
46059,Hand,South Dakota,6A,Cold
46061,Hanson,South Dakota,6A,Cold
46063,Harding,South Dakota,6A,Cold
46065,Hughes,South Dakota,6A,Cold
46067,Hutchinson,South Dakota,5A,Cold
46069,Hyde,South Dakota,6A,Cold
46071,Jackson,South Dakota,5A,Cold
46073,Jerauld,South Dakota,6A,Cold
46075,Jones,South Dakota,5A,Cold
46077,Kingsbury,South Dakota,6A,Cold
46079,Lake,South Dakota,6A,Cold
46081,Lawrence,South Dakota,6A,Cold
46083,Lincoln,South Dakota,6A,Cold
46085,Lyman,South Dakota,5A,Cold
46087,McCook,South Dakota,6A,Cold
46089,McPherson,South Dakota,6A,Cold
46091,Marshall,South Dakota,6A,Cold
46093,Meade,South Dakota,6A,Cold
46095,Mellette,South Dakota,5A,Cold
46097,Miner,South Dakota,6A,Cold
46099,Minnehaha,South Dakota,6A,Cold
46101,Moody,South Dakota,6A,Cold
46102,Oglala Lakota,South Dakota,6A,Cold
46103,Pennington,South Dakota,6A,Cold
46105,Perkins,South Dakota,6A,Cold
46107,Potter,South Dakota,6A,Cold
46109,Roberts,South Dakota,6A,Cold
46111,Sanborn,South Dakota,6A,Cold
46115,Spink,South Dakota,6A,Cold
46117,Stanley,South Dakota,5A,Cold
46119,Sully,South Dakota,6A,Cold
46121,Todd,South Dakota,5A,Cold
46123,Tripp,South Dakota,5A,Cold
46125,Turner,South Dakota,6A,Cold
46127,Union,South Dakota,5A,Cold
46129,Walworth,South Dakota,6A,Cold
46135,Yankton,South Dakota,5A,Cold
46137,Ziebach,South Dakota,6A,Cold
47001,Anderson,Tennessee,4A,Mixed-Humid
47003,Bedford,Tennessee,3A,Mixed-Humid
47005,Benton,Tennessee,4A,Mixed-Humid
47007,Bledsoe,Tennessee,4A,Mixed-Humid
47009,Blount,Tennessee,4A,Mixed-Humid
47011,Bradley,Tennessee,4A,Mixed-Humid
47013,Campbell,Tennessee,4A,Mixed-Humid
47015,Cannon,Tennessee,4A,Mixed-Humid
47017,Carroll,Tennessee,4A,Mixed-Humid
47019,Carter,Tennessee,4A,Mixed-Humid
47021,Cheatham,Tennessee,4A,Mixed-Humid
47023,Chester,Tennessee,3A,Mixed-Humid
47025,Claiborne,Tennessee,4A,Mixed-Humid
47027,Clay,Tennessee,4A,Mixed-Humid
47029,Cocke,Tennessee,4A,Mixed-Humid
47031,Coffee,Tennessee,3A,Mixed-Humid
47033,Crockett,Tennessee,3A,Mixed-Humid
47035,Cumberland,Tennessee,4A,Mixed-Humid
47037,Davidson,Tennessee,3A,Mixed-Humid
47039,Decatur,Tennessee,3A,Mixed-Humid
47041,DeKalb,Tennessee,4A,Mixed-Humid
47043,Dickson,Tennessee,4A,Mixed-Humid
47045,Dyer,Tennessee,3A,Mixed-Humid
47047,Fayette,Tennessee,3A,Mixed-Humid
47049,Fentress,Tennessee,4A,Mixed-Humid
47051,Franklin,Tennessee,3A,Mixed-Humid
47053,Gibson,Tennessee,3A,Mixed-Humid
47055,Giles,Tennessee,3A,Mixed-Humid
47057,Grainger,Tennessee,4A,Mixed-Humid
47059,Greene,Tennessee,4A,Mixed-Humid
47061,Grundy,Tennessee,3A,Mixed-Humid
47063,Hamblen,Tennessee,4A,Mixed-Humid
47065,Hamilton,Tennessee,3A,Mixed-Humid
47067,Hancock,Tennessee,4A,Mixed-Humid
47069,Hardeman,Tennessee,3A,Mixed-Humid
47071,Hardin,Tennessee,3A,Mixed-Humid
47073,Hawkins,Tennessee,4A,Mixed-Humid
47075,Haywood,Tennessee,3A,Mixed-Humid
47077,Henderson,Tennessee,3A,Mixed-Humid
47079,Henry,Tennessee,4A,Mixed-Humid
47081,Hickman,Tennessee,3A,Mixed-Humid
47083,Houston,Tennessee,4A,Mixed-Humid
47085,Humphreys,Tennessee,4A,Mixed-Humid
47087,Jackson,Tennessee,4A,Mixed-Humid
47089,Jefferson,Tennessee,4A,Mixed-Humid
47091,Johnson,Tennessee,4A,Mixed-Humid
47093,Knox,Tennessee,4A,Mixed-Humid
47095,Lake,Tennessee,4A,Mixed-Humid
47097,Lauderdale,Tennessee,3A,Mixed-Humid
47099,Lawrence,Tennessee,3A,Mixed-Humid
47101,Lewis,Tennessee,3A,Mixed-Humid
47103,Lincoln,Tennessee,3A,Mixed-Humid
47105,Loudon,Tennessee,4A,Mixed-Humid
47107,McMinn,Tennessee,4A,Mixed-Humid
47109,McNairy,Tennessee,3A,Mixed-Humid
47111,Macon,Tennessee,4A,Mixed-Humid
47113,Madison,Tennessee,3A,Mixed-Humid
47115,Marion,Tennessee,3A,Mixed-Humid
47117,Marshall,Tennessee,3A,Mixed-Humid
47119,Maury,Tennessee,3A,Mixed-Humid
47121,Meigs,Tennessee,4A,Mixed-Humid
47123,Monroe,Tennessee,4A,Mixed-Humid
47125,Montgomery,Tennessee,4A,Mixed-Humid
47127,Moore,Tennessee,3A,Mixed-Humid
47129,Morgan,Tennessee,4A,Mixed-Humid
47131,Obion,Tennessee,4A,Mixed-Humid
47133,Overton,Tennessee,4A,Mixed-Humid
47135,Perry,Tennessee,3A,Mixed-Humid
47137,Pickett,Tennessee,4A,Mixed-Humid
47139,Polk,Tennessee,4A,Mixed-Humid
47141,Putnam,Tennessee,4A,Mixed-Humid
47143,Rhea,Tennessee,4A,Mixed-Humid
47145,Roane,Tennessee,4A,Mixed-Humid
47147,Robertson,Tennessee,4A,Mixed-Humid
47149,Rutherford,Tennessee,3A,Mixed-Humid
47151,Scott,Tennessee,4A,Mixed-Humid
47153,Sequatchie,Tennessee,4A,Mixed-Humid
47155,Sevier,Tennessee,4A,Mixed-Humid
47157,Shelby,Tennessee,3A,Mixed-Humid
47159,Smith,Tennessee,4A,Mixed-Humid
47161,Stewart,Tennessee,4A,Mixed-Humid
47163,Sullivan,Tennessee,4A,Mixed-Humid
47165,Sumner,Tennessee,4A,Mixed-Humid
47167,Tipton,Tennessee,3A,Mixed-Humid
47169,Trousdale,Tennessee,4A,Mixed-Humid
47171,Unicoi,Tennessee,4A,Mixed-Humid
47173,Union,Tennessee,4A,Mixed-Humid
47175,Van Buren,Tennessee,4A,Mixed-Humid
47177,Warren,Tennessee,4A,Mixed-Humid
47179,Washington,Tennessee,4A,Mixed-Humid
47181,Wayne,Tennessee,3A,Mixed-Humid
47183,Weakley,Tennessee,4A,Mixed-Humid
47185,White,Tennessee,4A,Mixed-Humid
47187,Williamson,Tennessee,3A,Mixed-Humid
47189,Wilson,Tennessee,4A,Mixed-Humid
48001,Anderson,Texas,2A,Hot-Humid
48003,Andrews,Texas,3B,Hot-Dry
48005,Angelina,Texas,2A,Hot-Humid
48007,Aransas,Texas,2A,Hot-Humid
48009,Archer,Texas,3A,Mixed-Humid
48011,Armstrong,Texas,4B,Mixed-Dry
48013,Atascosa,Texas,2A,Hot-Humid
48015,Austin,Texas,2A,Hot-Humid
48017,Bailey,Texas,4B,Mixed-Dry
48019,Bandera,Texas,2B,Hot-Humid
48021,Bastrop,Texas,2A,Hot-Humid
48023,Baylor,Texas,3B,Hot-Dry
48025,Bee,Texas,2A,Hot-Humid
48027,Bell,Texas,2A,Hot-Humid
48029,Bexar,Texas,2A,Hot-Humid
48031,Blanco,Texas,3A,Hot-Humid
48033,Borden,Texas,3B,Hot-Dry
48035,Bosque,Texas,2A,Hot-Humid
48037,Bowie,Texas,3A,Hot-Humid
48039,Brazoria,Texas,2A,Hot-Humid
48041,Brazos,Texas,2A,Hot-Humid
48043,Brewster,Texas,3B,Hot-Dry
48045,Briscoe,Texas,4B,Mixed-Dry
48047,Brooks,Texas,2A,Hot-Humid
48049,Brown,Texas,3A,Hot-Humid
48051,Burleson,Texas,2A,Hot-Humid
48053,Burnet,Texas,3A,Hot-Humid
48055,Caldwell,Texas,2A,Hot-Humid
48057,Calhoun,Texas,2A,Hot-Humid
48059,Callahan,Texas,3B,Hot-Dry
48061,Cameron,Texas,1A,Hot-Humid
48063,Camp,Texas,3A,Hot-Humid
48065,Carson,Texas,4B,Mixed-Dry
48067,Cass,Texas,3A,Hot-Humid
48069,Castro,Texas,4B,Mixed-Dry
48071,Chambers,Texas,2A,Hot-Humid
48073,Cherokee,Texas,2A,Hot-Humid
48075,Childress,Texas,3B,Hot-Dry
48077,Clay,Texas,3A,Mixed-Humid
48079,Cochran,Texas,4B,Mixed-Dry
48081,Coke,Texas,3B,Hot-Dry
48083,Coleman,Texas,3B,Hot-Dry
48085,Collin,Texas,3A,Hot-Humid
48087,Collingsworth,Texas,3B,Hot-Dry
48089,Colorado,Texas,2A,Hot-Humid
48091,Comal,Texas,2A,Hot-Humid
48093,Comanche,Texas,3A,Hot-Humid
48095,Concho,Texas,3B,Hot-Dry
48097,Cooke,Texas,3A,Mixed-Humid
48099,Coryell,Texas,2A,Hot-Humid
48101,Cottle,Texas,3B,Hot-Dry
48103,Crane,Texas,3B,Hot-Dry
48105,Crockett,Texas,3B,Hot-Dry
48107,Crosby,Texas,3B,Hot-Dry
48109,Culberson,Texas,3B,Hot-Dry
48111,Dallam,Texas,4B,Mixed-Dry
48113,Dallas,Texas,2A,Hot-Humid
48115,Dawson,Texas,3B,Hot-Dry
48117,Deaf Smith,Texas,4B,Mixed-Dry
48119,Delta,Texas,3A,Hot-Humid
48121,Denton,Texas,3A,Hot-Humid
48123,DeWitt,Texas,2A,Hot-Humid
48125,Dickens,Texas,3B,Hot-Dry
48127,Dimmit,Texas,2B,Hot-Humid
48129,Donley,Texas,4B,Mixed-Dry
48131,Duval,Texas,2A,Hot-Humid
48133,Eastland,Texas,3A,Mixed-Humid
48135,Ector,Texas,3B,Hot-Dry
48137,Edwards,Texas,2B,Hot-Humid
48139,Ellis,Texas,2A,Hot-Humid
48141,El Paso,Texas,3B,Hot-Dry
48143,Erath,Texas,3A,Hot-Humid
48145,Falls,Texas,2A,Hot-Humid
48147,Fannin,Texas,3A,Mixed-Humid
48149,Fayette,Texas,2A,Hot-Humid
48151,Fisher,Texas,3B,Hot-Dry
48153,Floyd,Texas,4B,Mixed-Dry
48155,Foard,Texas,3B,Hot-Dry
48157,Fort Bend,Texas,2A,Hot-Humid
48159,Franklin,Texas,3A,Hot-Humid
48161,Freestone,Texas,2A,Hot-Humid
48163,Frio,Texas,2B,Hot-Humid
48165,Gaines,Texas,3B,Hot-Dry
48167,Galveston,Texas,2A,Hot-Humid
48169,Garza,Texas,3B,Hot-Dry
48171,Gillespie,Texas,3A,Hot-Humid
48173,Glasscock,Texas,3B,Hot-Dry
48175,Goliad,Texas,2A,Hot-Humid
48177,Gonzales,Texas,2A,Hot-Humid
48179,Gray,Texas,4B,Mixed-Dry
48181,Grayson,Texas,3A,Mixed-Humid
48183,Gregg,Texas,3A,Hot-Humid
48185,Grimes,Texas,2A,Hot-Humid
48187,Guadalupe,Texas,2A,Hot-Humid
48189,Hale,Texas,4B,Mixed-Dry
48191,Hall,Texas,3B,Hot-Dry
48193,Hamilton,Texas,3A,Hot-Humid
48195,Hansford,Texas,4B,Mixed-Dry
48197,Hardeman,Texas,3B,Hot-Dry
48199,Hardin,Texas,2A,Hot-Humid
48201,Harris,Texas,2A,Hot-Humid
48203,Harrison,Texas,3A,Hot-Humid
48205,Hartley,Texas,4B,Mixed-Dry
48207,Haskell,Texas,3B,Hot-Dry
48209,Hays,Texas,2A,Hot-Humid
48211,Hemphill,Texas,3B,Hot-Dry
48213,Henderson,Texas,3A,Hot-Humid
48215,Hidalgo,Texas,1A,Hot-Humid
48217,Hill,Texas,2A,Hot-Humid
48219,Hockley,Texas,4B,Mixed-Dry
48221,Hood,Texas,3A,Hot-Humid
48223,Hopkins,Texas,3A,Hot-Humid
48225,Houston,Texas,2A,Hot-Humid
48227,Howard,Texas,3B,Hot-Dry
48229,Hudspeth,Texas,3B,Hot-Dry
48231,Hunt,Texas,3A,Hot-Humid
48233,Hutchinson,Texas,4B,Mixed-Dry
48235,Irion,Texas,3B,Hot-Dry
48237,Jack,Texas,3A,Mixed-Humid
48239,Jackson,Texas,2A,Hot-Humid
48241,Jasper,Texas,2A,Hot-Humid
48243,Jeff Davis,Texas,3B,Hot-Dry
48245,Jefferson,Texas,2A,Hot-Humid
48247,Jim Hogg,Texas,2A,Hot-Humid
